PeakID (cmd=annotatePeaks.pl /home/xiang/New_disk1/CD8_CUTRUN/data//T48hr_NoQ_H3K27me3_idr.05.bed mm10 -cpu 20)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
913	chr10	127229185	127234071	+	0	NA	intron (NM_001039000, intron 23 of 28)	intron (NM_001039000, intron 23 of 28)	-20006	NM_054097	117150	Mm.22682	NM_054097	ENSMUSG00000025417	Pip4k2c	Pip5k2c	phosphatidylinositol-5-phosphate 4-kinase, type II, gamma	protein-coding
1374	chr11	95824635	95829144	+	0	NA	intron (NM_153104, intron 1 of 2)	intron (NM_153104, intron 1 of 2)	2389	NM_153104	237928	Mm.133075	NM_153104	ENSMUSG00000050860	Phospho1	D11Moh36|Phospo1	phosphatase, orphan 1	protein-coding
6815	chr6	71704301	71710700	+	0	NA	promoter-TSS (NM_178608)	promoter-TSS (NM_178608)	-181	NM_178608	52250	Mm.146332	NM_178608	ENSMUSG00000052852	Reep1	D6Ertd253e	receptor accessory protein 1	protein-coding
3065	chr16	20742501	20745297	+	0	NA	Intergenic	(CAA)n|Simple_repeat|Simple_repeat	-9388	NM_009379	21832	Mm.3943	NM_009379	ENSMUSG00000022847	Thpo	Mgdf|Ml|Mpllg|Tpo	thrombopoietin	protein-coding
6297	chr5	75100547	75103087	+	0	NA	Intergenic	MLT1A1|LTR|ERVL-MaLR	-8504	NR_045792	100503184	Mm.386273	NR_045792	ENSMUSG00000107192	Gm19583	-	predicted gene, 19583	ncRNA
4729	chr2	128777635	128780648	+	0	NA	intron (NM_008587, intron 12 of 18)	intron (NM_008587, intron 12 of 18)	-39162	NM_001355628	72477	Mm.259688	NM_028248	ENSMUSG00000014353	Tmem87b	2610301K12Rik|2810431I02Rik|AU014804	transmembrane protein 87B	protein-coding
5882	chr4	130151675	130154490	+	0	NA	Intergenic	GA-rich|Low_complexity|Low_complexity	-13920	NM_198959	230777	Mm.246595	NM_198959	ENSMUSG00000028778	Hcrtr1	Ox1r|ox-1-R|ox1-R	hypocretin (orexin) receptor 1	protein-coding
8005	chr8	111909406	111910828	+	0	NA	promoter-TSS (NM_019950)	promoter-TSS (NM_019950)	82	NM_019950	56773	Mm.432506	NM_019950	ENSMUSG00000031952	Chst5	AI173964|GST-4|Gn6st-3|I-GlcNAc-6-ST	carbohydrate (N-acetylglucosamine 6-O) sulfotransferase 5	protein-coding
4091	chr19	54042300	54056516	+	0	NA	TTS (NM_007417)	TTS (NM_007417)	4149	NM_007417	11551	Mm.235195	NM_007417	ENSMUSG00000033717	Adra2a	AW122659|Adra-2|Adra-2a|alpha(2A)AR|alpha2-C10|alpha2A|alpha2A-AR	adrenergic receptor, alpha 2a	protein-coding
7986	chr8	108712429	108721510	+	0	NA	intron (NM_007496, intron 1 of 9)	intron (NM_007496, intron 1 of 9)	2325	NM_007496	11906	Mm.416972	NM_007496	ENSMUSG00000038872	Zfhx3	A230102L03Rik|Atbf1|Sci|WBP9|mKIAA4228	zinc finger homeobox 3	protein-coding
2672	chr14	119013252	119019664	+	0	NA	intron (NM_001081252, intron 29 of 38)	ORR1D2|LTR|ERVL-MaLR	78526	NM_008929	100037258	Mm.12616	NM_008929	ENSMUSG00000022136	Dnajc3	AA408985|AU067833|Dnajc3a|Dnajc3b|Prkri|mp58|p58|p58IPK	DnaJ heat shock protein family (Hsp40) member C3	protein-coding
6373	chr5	103968006	103971336	+	0	NA	intron (NM_198030, intron 3 of 6)	intron (NM_198030, intron 3 of 6)	7717	NM_001163486	243168	Mm.284944	NM_198030	ENSMUSG00000034528	Hsd17b13	AI047820|PAN1B-like|Pan1b	hydroxysteroid (17-beta) dehydrogenase 13	protein-coding
6710	chr6	32582581	32593198	+	0	NA	5' UTR (NM_175750, exon 1 of 32)	5' UTR (NM_175750, exon 1 of 32)	303	NM_175750	243743	Mm.444029	NM_175750	ENSMUSG00000029765	Plxna4	9330117B14|Plxa4|mKIAA1550	plexin A4	protein-coding
4611	chr2	105685067	105695387	+	0	NA	intron (NM_013627, intron 7 of 12)	intron (NM_013627, intron 7 of 12)	7764	NM_001310146	18508	Mm.3608	NM_013627	ENSMUSG00000027168	Pax6	1500038E17Rik|AEY11|Dey|Gsfaey11|Pax-6|Sey	paired box 6	protein-coding
8379	chr9	59599495	59603055	+	0	NA	intron (NM_001361099, intron 2 of 10)	intron (NM_001361099, intron 2 of 10)	11987	NM_001311092	76183	Mm.265415	NM_175235	ENSMUSG00000032297	Celf6	6330569O16Rik|Brunol6	CUGBP, Elav-like family member 6	protein-coding
2566	chr14	65262931	65270426	+	0	NA	promoter-TSS (NM_015795)	promoter-TSS (NM_015795)	60	NM_015795	50759	Mm.65308	NM_015795	ENSMUSG00000034532	Fbxo16	4932435C24Rik|Fbx16	F-box protein 16	protein-coding
270	chr1	127661736	127665229	+	0	NA	intron (NM_028135, intron 2 of 7)	MLTR14|LTR|ERV1	14539	NM_028135	72160	Mm.281287	NM_028135	ENSMUSG00000026347	Tmem163	2610024A01Rik|A-cre|Act-Cre|SV31|Tg(ACTB-cre)2Mrt|actin-cre|cre<actin>	transmembrane protein 163	protein-coding
8610	chr9	106606958	106607300	+	0	NA	Intergenic	Intergenic	-19472	NM_001101628	100041096		NM_001101628	ENSMUSG00000091129	Iqcf6	-	IQ motif containing F6	protein-coding
4260	chr2	31348040	31352255	+	0	NA	intron (NM_001370902, intron 9 of 97)	intron (NM_001370902, intron 9 of 97)	35815	NM_001370902	665700	Mm.80703	NM_177649	ENSMUSG00000055632	Hmcn2	D030068H01	hemicentin 2	protein-coding
6261	chr5	57718668	57722751	+	0	NA	exon (NM_018764, exon 1 of 2)	exon (NM_018764, exon 1 of 2)	2628	NM_001122758	54216	Mm.332387	NM_018764	ENSMUSG00000029108	Pcdh7	-	protocadherin 7	protein-coding
6859	chr6	85163092	85170581	+	0	NA	Intergenic	Intergenic	-21095	NM_010131	13796	Mm.391473	NM_010131	ENSMUSG00000033726	Emx1	-	empty spiracles homeobox 1	protein-coding
1632	chr11	119312898	119315949	+	0	NA	intron (NM_130886, intron 1 of 22)	intron (NM_130886, intron 1 of 22)	6655	NM_130886	170720	Mm.130832	NM_130886	ENSMUSG00000013483	Card14	Bimp2|CARMA2	caspase recruitment domain family, member 14	protein-coding
1946	chr12	111484241	111495188	+	0	NA	Intergenic	Intergenic	-3891	NM_001033248	212539	Mm.81916	NM_001033248	ENSMUSG00000010529	Gm266	-	predicted gene 266	protein-coding
165	chr1	74955555	74962822	+	0	NA	Intergenic	URR1B|DNA|hAT-Charlie	-7516	NM_010544	16147	Mm.439736	NM_010544	ENSMUSG00000006538	Ihh	HHG-2	Indian hedgehog	protein-coding
352	chr1	136062986	136066102	+	0	NA	intron (NM_014193, intron 2 of 42)	intron (NM_014193, intron 2 of 42)	11733	NM_014193	12292	Mm.4418	NM_014193	ENSMUSG00000026407	Cacna1s	AW493108|Cav1.1|Cchl1a3|DHPR|DHPR alpha1s|fmd|mdg|sj	calcium channel, voltage-dependent, L type, alpha 1S subunit	protein-coding
4178	chr2	17729771	17733127	+	0	NA	promoter-TSS (NM_028757)	promoter-TSS (NM_028757)	-315	NR_156123	74103	Mm.120298	NM_028757	ENSMUSG00000053702	Nebl	1200007O21Rik|A630080F05Rik|BB140644|D830029A09Rik|Lnebl	nebulette	protein-coding
8124	chr9	14609936	14622660	+	0	NA	Intergenic	MIR3|SINE|MIR	-1298	NM_001081395	75723	Mm.159552	NM_001081395	ENSMUSG00000013076	Amotl1	2310010G08Rik|2310067L22Rik|4932416D09Rik|JEAP|mFLJ00155	angiomotin-like 1	protein-coding
2804	chr15	77302317	77306159	+	0	NA	intron (NM_175387, intron 1 of 12)	intron (NM_175387, intron 1 of 12)	2815	NM_053104	93686	Mm.202774	NM_053104	ENSMUSG00000033565	Rbfox2	Fbm2|Fxh|Hrnbp2|Rbm9	RNA binding protein, fox-1 homolog (C. elegans) 2	protein-coding
6188	chr5	33098480	33107593	+	0	NA	Intergenic	Intergenic	-1183	NM_019810	20537	Mm.25237	NM_019810	ENSMUSG00000011034	Slc5a1	Sglt1	solute carrier family 5 (sodium/glucose cotransporter), member 1	protein-coding
8154	chr9	22187746	22192339	+	0	NA	intron (NM_001033813, intron 1 of 3)	(CTCA)n|Simple_repeat|Simple_repeat	1876	NM_001033813	619310	Mm.335016	NM_001033813	ENSMUSG00000074472	Zfp872	9530015I07Rik	zinc finger protein 872	protein-coding
5435	chr3	142670392	142673832	+	0	NA	Intergenic	Intergenic	-28936	NM_001293560	229905	Mm.289643	NM_173763	ENSMUSG00000040213	Kyat3	Ccbl2|KATIII|Kat3	kynurenine aminotransferase 3	protein-coding
249	chr1	93394543	93399949	+	0	NA	intron (NM_207031, intron 15 of 23)	intron (NM_207031, intron 15 of 23)	23350	NM_001271884	404545	Mm.297411	NM_207031	ENSMUSG00000034107	Ano7	Ngep|Ngep-L|Pcanap5|Tmem16g	anoctamin 7	protein-coding
1236	chr11	78473216	78484430	+	0	NA	intron (NM_001168521, intron 7 of 8)	MTEb|LTR|ERVL-MaLR	13122	NM_026740	52466	Mm.131618	NM_026740	ENSMUSG00000020829	Slc46a1	1110002C08Rik|D11Ertd18e|HCP1|Pcft	solute carrier family 46, member 1	protein-coding
5335	chr3	107700387	107718827	+	0	NA	Intergenic	ORR1D2|LTR|ERVL-MaLR	-13047	NM_001357111	229709	Mm.220328	NM_145542	ENSMUSG00000027893	Ahcyl1	1110034F20Rik|AA409031|AA414901|Ahcy-rs3|DCAL|Irbit	S-adenosylhomocysteine hydrolase-like 1	protein-coding
7301	chr7	48902812	48907634	+	0	NA	Intergenic	Intergenic	-23627	NM_001360812	108961	Mm.240566	NM_001013368	ENSMUSG00000046179	E2f8	4432406C08Rik|AA410048	E2F transcription factor 8	protein-coding
1727	chr12	56527931	56542791	+	0	NA	intron (NM_009385, intron 1 of 2)	intron (NM_009385, intron 1 of 2)	1547	NM_009385	21869	Mm.89972	NM_009385	ENSMUSG00000001496	Nkx2-1	AV026640|Nkx2.1|T/EBP|Titf1|Ttf-1	NK2 homeobox 1	protein-coding
148	chr1	74108201	74114946	+	0	NA	intron (NM_027884, intron 1 of 34)	intron (NM_027884, intron 1 of 34)	12975	NM_027884	21961	Mm.309975	NM_027884	ENSMUSG00000055322	Tns1	1110018I21Rik|1200014E20Rik|AI648117|E030018G17Rik|E030037J05Rik|Tns	tensin 1	protein-coding
5349	chr3	107958166	107961498	+	0	NA	Intergenic	(GGA)n|Simple_repeat|Simple_repeat	9342	NM_010359	14864	Mm.440885	NM_010359	ENSMUSG00000004038	Gstm3	Fsc2|mGSTM5	glutathione S-transferase, mu 3	protein-coding
4678	chr2	121785674	121788154	+	0	NA	intron (NM_001360084, intron 1 of 13)	intron (NM_001360084, intron 1 of 13)	20143	NM_001360084	228564	Mm.121514	NM_172673	ENSMUSG00000027238	Frmd5	1500032A09Rik|A930004K21Rik|R75430	FERM domain containing 5	protein-coding
4642	chr2	118116041	118117858	+	0	NA	intron (NM_011580, intron 7 of 21)	intron (NM_011580, intron 7 of 21)	5073	NM_001313914	21825	Mm.4159	NM_011580	ENSMUSG00000040152	Thbs1	TSP-1|TSP1|Thbs-1|tbsp1	thrombospondin 1	protein-coding
6875	chr6	86191495	86201040	+	0	NA	intron (NM_031199, intron 1 of 5)	intron (NM_031199, intron 1 of 5)	1040	NM_031199	21802	Mm.137222	NM_031199	ENSMUSG00000029999	Tgfa	wa-1|wa1	transforming growth factor alpha	protein-coding
2436	chr14	37096937	37101723	+	0	NA	promoter-TSS (NM_130878)	promoter-TSS (NM_130878)	-983	NM_130878	170677	Mm.156506	NM_130878	ENSMUSG00000021803	Cdhr1	Pcdh21|Prcad|mKIAA1775	cadherin-related family member 1	protein-coding
1858	chr12	87407130	87408832	+	0	NA	Intergenic	Intergenic	-19626	NM_011479	20773	Mm.565	NM_011479	ENSMUSG00000021036	Sptlc2	LCB2|LCB2a|Spt2	serine palmitoyltransferase, long chain base subunit 2	protein-coding
2504	chr14	56345531	56355030	+	0	NA	Intergenic	Intergenic	-14788	NM_138652	192113	Mm.273271	NM_138652	ENSMUSG00000022229	Atp12a	Atp1al1|HKalpha2|cHKA	ATPase, H+/K+ transporting, nongastric, alpha polypeptide	protein-coding
1047	chr11	49609928	49618296	+	0	NA	intron (NM_008029, intron 1 of 29)	intron (NM_008029, intron 1 of 29)	4433	NM_008029	14257	Mm.3291	NM_008029	ENSMUSG00000020357	Flt4	AI323512|Chy|Flt-4|VEGFR-3|VEGFR3	FMS-like tyrosine kinase 4	protein-coding
7792	chr8	31177978	31180030	+	0	NA	Intergenic	Lx4A|LINE|L1	-8327	NM_001286424	171167	Mm.334477	NM_134161	ENSMUSG00000046152	Fut10	fuc-TX|fut10A	fucosyltransferase 10	protein-coding
5000	chr2	170409008	170415139	+	0	NA	intron (NM_001164369, intron 3 of 11)	intron (NM_001164369, intron 3 of 11)	15772	NM_029815	76960	Mm.240850	NM_029815	ENSMUSG00000013523	Bcas1	2210416M21Rik|9030223A09Rik|AI841227|NABC1	breast carcinoma amplified sequence 1	protein-coding
1285	chr11	84635794	84644906	+	0	NA	Intergenic	B1_Mur4|SINE|Alu	80082	NR_046197	78471	Mm.47152	NR_046197	ENSMUSG00000085044	1700109G15Rik	-	RIKEN cDNA 1700109G15 gene	ncRNA
7266	chr7	44683345	44687127	+	0	NA	Intergenic	Intergenic	-14393	NM_001271540	71960	Mm.158289	NM_028021	ENSMUSG00000030739	Myh14	2400004E04Rik|II-C|NHMCII|NMHC II-C	myosin, heavy polypeptide 14	protein-coding
7842	chr8	68149959	68152847	+	0	NA	Intergenic	Intergenic	-125125	NM_028182	72281	Mm.40974	NM_028182	ENSMUSG00000053886	Sh2d4a	2210402M20Rik|SH2A	SH2 domain containing 4A	protein-coding
5888	chr4	130241818	130243232	+	0	NA	Intergenic	URR1A|DNA|hAT-Charlie	-20230	NM_001034872	332942	Mm.387701	NM_001034872	ENSMUSG00000023120	Ldc1	Gm853	leucine decarboxylase 1	protein-coding
2095	chr13	40758984	40760189	+	0	NA	Intergenic	Intergenic	-24666	NM_001301674	21418	Mm.85544	NM_011547	ENSMUSG00000021359	Tfap2a	AP-2|AP2alpha|Ap-2 (a)|Ap2|Ap2tf|Tcfap2a	transcription factor AP-2, alpha	protein-coding
2982	chr15	102724817	102731093	+	0	NA	Intergenic	Intergenic	-5777	NM_026192	67488	Mm.71682	NM_026192	ENSMUSG00000023055	Calcoco1	1810009B06Rik|Cocoa|Gcap11|mKIAA1536	calcium binding and coiled coil domain 1	protein-coding
3351	chr17	25559217	25573961	+	0	NA	3' UTR (NM_011447, exon 3 of 3)	3' UTR (NM_011447, exon 3 of 3)	4097	NM_011447	20681	Mm.258220	NM_011447	ENSMUSG00000024176	Sox8	-	SRY (sex determining region Y)-box 8	protein-coding
8509	chr9	83567104	83570795	+	0	NA	intron (NM_172507, intron 1 of 3)	intron (NM_172507, intron 1 of 3)	20611	NM_172507	212531	Mm.491246	NM_172507	ENSMUSG00000032261	Sh3bgrl2	A930014C21Rik|AA408038|B930089I21	SH3 domain binding glutamic acid-rich protein like 2	protein-coding
8399	chr9	62134496	62136760	+	0	NA	Intergenic	Intergenic	-13019	NM_001368304	93683	Mm.24411	NM_033320	ENSMUSG00000032252	Glce	1110017N23Rik|AI747411|C130034A12Rik|Hsepi	glucuronyl C5-epimerase	protein-coding
1457	chr11	101982205	101988100	+	0	NA	promoter-TSS (NM_028207)	promoter-TSS (NM_028207)	-361	NM_028207	72349	Mm.196295	NM_028207	ENSMUSG00000003518	Dusp3	2210015O03Rik|5031436O03Rik|T-DSP11|VHR	dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)	protein-coding
3850	chr18	82759657	82770278	+	0	NA	Intergenic	MT2B1|LTR|ERVL	-5928	NR_045389	76961	Mm.396392	NR_045389	ENSMUSG00000101773	2210420H20Rik	-	RIKEN cDNA 2210420H20 gene	ncRNA
1313	chr11	87893438	87900466	+	0	NA	Intergenic	Intergenic	-3030	NM_146413	258408	Mm.377485	NM_146413	ENSMUSG00000093920	Olfr463	MOR240-1	olfactory receptor 463	protein-coding
2911	chr15	98163341	98166725	+	0	NA	intron (NM_001170711, intron 1 of 3)	intron (NM_001170711, intron 1 of 3)	545	NM_001170711	78541	Mm.200766	NM_030121	ENSMUSG00000048175	Asb8	4930539L19Rik|AI788835|C430011H06Rik	ankyrin repeat and SOCS box-containing 8	protein-coding
2412	chr14	31853596	31856303	+	0	NA	Intergenic	MLT1L|LTR|ERVL-MaLR	-24534	NM_001024604	105522	Mm.37660	NM_001024604	ENSMUSG00000014496	Ankrd28	AI465466|AI604979|E430019N21Rik|mKIAA0379	ankyrin repeat domain 28	protein-coding
2485	chr14	55505959	55514434	+	0	NA	promoter-TSS (NM_001136057)	promoter-TSS (NM_001136057)	-249	NM_001146183	12891	Mm.5249	NM_009947	ENSMUSG00000022212	Cpne6	AU067659|BB076446	copine VI	protein-coding
6988	chr6	115990639	115994159	+	0	NA	intron (NM_026376, intron 1 of 35)	intron (NM_026376, intron 1 of 35)	2606	NM_026376	67784	Mm.3085	NM_026376	ENSMUSG00000030123	Plxnd1	6230425C21Rik|b2b1863Clo|b2b553Clo	plexin D1	protein-coding
3226	chr16	93677956	93685929	+	0	NA	Intergenic	MTE2b|LTR|ERVL-MaLR	-1277	NM_173047	109857	Mm.4512	NM_173047	ENSMUSG00000022947	Cbr3	1110001J05Rik|C81353	carbonyl reductase 3	protein-coding
3580	chr17	83242933	83250123	+	0	NA	Intergenic	Intergenic	31245	NM_134117	106522	Mm.311974	NM_134117	ENSMUSG00000024247	Pkdcc	AI115348|AW548124|Adtk1|ESTM17|MAd1|Sgk493|Vlk|X83346	protein kinase domain containing, cytoplasmic	protein-coding
449	chr1	170904534	170910333	+	0	NA	exon (NM_001029984, exon 6 of 6)	exon (NM_001029984, exon 6 of 6)	5508	NM_001029984	435653	Mm.337931	NM_001029984	ENSMUSG00000070524	Fcrlb	FREB-2|FREB2|FcRL2|Fcrlm2|Fcry|mFCRL2	Fc receptor-like B	protein-coding
991	chr11	30751819	30760058	+	0	NA	Intergenic	MMERVK9E_I-int|LTR|ERVK	-15837	NM_134013	103554	Mm.240066	NM_134013	ENSMUSG00000040850	Psme4	AA409398|AU041366|TEMO|mKIAA0077	proteasome (prosome, macropain) activator subunit 4	protein-coding
5464	chr3	152133658	152135480	+	0	NA	intron (NM_016867, intron 2 of 5)	RLTR13D1|LTR|ERVK	31331	NM_016867	54120	Mm.97	NM_016867	ENSMUSG00000039131	Gipc2	2200002N01Rik|AU021850|Semcap2	GIPC PDZ domain containing family, member 2	protein-coding
398	chr1	157422807	157426200	+	0	NA	Intergenic	Intergenic	-11908	NM_177644	226525	Mm.235028	NM_177644	ENSMUSG00000070565	Rasal2	6530401P13|A330066M24Rik	RAS protein activator like 2	protein-coding
3139	chr16	38290544	38295803	+	0	NA	intron (NM_001098404, intron 1 of 8)	intron (NM_001098404, intron 1 of 8)	1651	NM_010936	18171	Mm.8509	NM_010936	ENSMUSG00000022809	Nr1i2	PXR|PXR.1|PXR.2|PXR1|SXR|mPXR	nuclear receptor subfamily 1, group I, member 2	protein-coding
7402	chr7	83475258	83479188	+	0	NA	Intergenic	Intergenic	-107708	NM_177695	233424	Mm.486619	NM_177695	ENSMUSG00000038540	Tmc3	9030203A06	transmembrane channel-like gene family 3	protein-coding
501	chr1	181039338	181043063	+	0	NA	Intergenic	L1M4b|LINE|L1	-10037	NM_001033819	619326	Mm.355174	NM_001033819	ENSMUSG00000038768	9130409I23Rik	-	RIKEN cDNA 9130409I23 gene	protein-coding
6796	chr6	56651444	56654670	+	0	NA	Intergenic	Lx8|LINE|L1	51642	NM_025520	66373	Mm.25642	NM_025520	ENSMUSG00000091625	Lsm5	2010208O10Rik|2310034K10Rik	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated	protein-coding
7679	chr7	142103016	142107299	+	0	NA	Intergenic	MTC|LTR|ERVL-MaLR	-9873	NM_008748	18218	Mm.39725	NM_008748	ENSMUSG00000037887	Dusp8	5530400B01Rik|AI593498|Nttp1	dual specificity phosphatase 8	protein-coding
7772	chr8	23051200	23059717	+	0	NA	intron (NM_001277284, intron 1 of 42)	intron (NM_001277284, intron 1 of 42)	-2801	NM_031158	11733	Mm.334444	NM_031158	ENSMUSG00000031543	Ank1	Ank-1|nb|pale	ankyrin 1, erythroid	protein-coding
6262	chr5	57854673	57855845	+	0	NA	intron (NM_001310608, intron 1 of 3)	intron (NM_001310608, intron 1 of 3)	137178	NM_001122758	54216	Mm.332387	NM_018764	ENSMUSG00000029108	Pcdh7	-	protocadherin 7	protein-coding
6170	chr5	31085850	31102805	+	0	NA	promoter-TSS (NM_011773)	promoter-TSS (NM_011773)	-800	NM_011773	22784	Mm.1396	NM_011773	ENSMUSG00000029151	Slc30a3	Znt3	solute carrier family 30 (zinc transporter), member 3	protein-coding
5458	chr3	148986069	148992594	+	0	NA	Intergenic	CpG	-34696	NM_001081298	99633	Mm.9776	NM_001081298	ENSMUSG00000028184	Adgrl2	AI450192|CIRL-2|Gm619|Lec1|Lphh1|Lphn2|mKIAA0786	adhesion G protein-coupled receptor L2	protein-coding
3722	chr18	38709332	38714212	+	0	NA	Intergenic	L1MEc|LINE|L1	-2551	NM_001370889	102632739		NM_001370889		Gm19774	-	predicted gene, 19774	protein-coding
4507	chr2	90883611	90892587	+	0	NA	intron (NM_026161, intron 1 of 1)	B3|SINE|B2	2313	NM_026161	67445	Mm.258993	NM_026161	ENSMUSG00000040794	C1qtnf4	0710001E10Rik|9430004J15Rik|Adin|CTRP4	C1q and tumor necrosis factor related protein 4	protein-coding
8144	chr9	20829372	20836371	+	0	NA	Intergenic	ORR1D1|LTR|ERVL-MaLR	14377	NM_001030290	235033	Mm.297661	NM_001030290	ENSMUSG00000053773	Rdh8	Gm182|prRDH	retinol dehydrogenase 8	protein-coding
3655	chr18	21299454	21302331	+	0	NA	promoter-TSS (NM_001033445)	promoter-TSS (NM_001033445)	-753	NM_001033445	381126	Mm.312276	NM_001033445	ENSMUSG00000042680	Garem1	C86169|Fam59a|Garem|Gm944|mKIAA4238	GRB2 associated regulator of MAPK1 subtype 1	protein-coding
2606	chr14	70883511	70894495	+	0	NA	Intergenic	Intergenic	-1104	NM_008115	14586	Mm.32619	NM_008115	ENSMUSG00000022103	Gfra2	-	glial cell line derived neurotrophic factor family receptor alpha 2	protein-coding
7429	chr7	90514451	90517725	+	0	NA	Intergenic	Lx4A|LINE|L1	-40093	NM_026734	68472	Mm.289791	NM_026734	ENSMUSG00000030614	Tmem126b	1110001A23Rik	transmembrane protein 126B	protein-coding
2476	chr14	54975741	54979622	+	0	NA	intron (NM_001361607, intron 30 of 40)	RMER4B|LTR|ERVK	-1905	NR_030607	100124433		NR_030607	ENSMUSG00000077928	Mir208b	Mirn208b|mir-208b	microRNA 208b	ncRNA
2198	chr13	73258941	73277055	+	0	NA	intron (NM_018885, intron 5 of 5)	intron (NM_018885, intron 5 of 5)	7501	NM_018885	50916	Mm.103784	NM_018885	ENSMUSG00000021604	Irx4	-	Iroquois homeobox 4	protein-coding
3257	chr16	97928371	97932018	+	0	NA	Intergenic	Intergenic	-7561	NM_174847	207781	Mm.1465	NM_174847	ENSMUSG00000045975	C2cd2	5730563M15|5830404H04Rik|AI314146|AI449533|BF168443|ORF25|mKIAA4045	C2 calcium-dependent domain containing 2	protein-coding
887	chr10	120463755	120470625	+	0	NA	intron (NM_010441, intron 2 of 4)	intron (NM_010441, intron 2 of 4)	9279	NM_001347170	15364	Mm.157190	NM_010441	ENSMUSG00000056758	Hmga2	9430083A20Rik|HMGI-C|Hmgic|pg|pygmy	high mobility group AT-hook 2	protein-coding
5875	chr4	129980591	129988432	+	0	NA	promoter-TSS (NM_173071)	promoter-TSS (NM_173071)	-359	NM_001290714	230775	Mm.262241	NM_173071	ENSMUSG00000028782	Adgrb2	Bai2	adhesion G protein-coupled receptor B2	protein-coding
714	chr10	59273359	59274733	+	0	NA	Intergenic	Lx9|LINE|L1	-49250	NM_001316370	18451	Mm.2212	NM_011030	ENSMUSG00000019916	P4ha1	AL022634|P4ha	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha 1 polypeptide	protein-coding
639	chr10	24591895	24598394	+	0	NA	promoter-TSS (NM_010217)	promoter-TSS (NM_010217)	-298	NM_010217	14219	Mm.390287	NM_010217	ENSMUSG00000019997	Ccn2	Ctgf|Fisp12|Hcs24|fisp-12	cellular communication network factor 2	protein-coding
8683	chr9	118926998	118928740	+	0	NA	intron (NM_133710, intron 1 of 7)	intron (NM_133710, intron 1 of 7)	1333	NM_133710	69274	Mm.439928	NM_133710	ENSMUSG00000047409	Ctdspl	2810418J22Rik|AI426263|HYA22|SCP3	CTD (carboxy-terminal domain, RNA polymerase II, polypeptide A) small phosphatase-like	protein-coding
561	chr1	191130338	191142542	+	0	NA	Intergenic	B3A|SINE|B2	28377	NM_001109759	619288	Mm.61148	NM_001109759	ENSMUSG00000091017	Fam71a	4933417M04Rik|GARI-L4	family with sequence similarity 71, member A	protein-coding
43	chr1	33896557	33899468	+	0	NA	intron (NM_177235, intron 1 of 6)	MTEa|LTR|ERVL-MaLR	9609	NM_177235	320705	Mm.336619	NM_177235	ENSMUSG00000042182	Bend6	B230209C24Rik	BEN domain containing 6	protein-coding
8653	chr9	111307861	111314413	+	0	NA	promoter-TSS (NM_001164659)	promoter-TSS (NM_001164659)	-602	NM_001164659	320429	Mm.270754	NM_001164659	ENSMUSG00000062296	Trank1	A230061D21Rik|C030048J01Rik|Gm187|Lba1	tetratricopeptide repeat and ankyrin repeat containing 1	protein-coding
7702	chr7	143421014	143424659	+	0	NA	intron (NM_008434, intron 15 of 15)	intron (NM_008434, intron 15 of 15)	38214	NM_001354981	12577	Mm.168789	NM_009876	ENSMUSG00000037664	Cdkn1c	AL024410|CDKI|Kip2|p57(kip2)|p57Kip2	cyclin-dependent kinase inhibitor 1C (P57)	protein-coding
7116	chr7	3330984	3333542	+	0	NA	promoter-TSS (NM_133189)	promoter-TSS (NM_133189)	-562	NM_133189	81904	Mm.214994	NM_133189	ENSMUSG00000069806	Cacng7	-	calcium channel, voltage-dependent, gamma subunit 7	protein-coding
2525	chr14	61065346	61066883	+	0	NA	Intergenic	RCHARR1|DNA|hAT-Charlie	-19259	NM_013869	29820	Mm.281356	NM_013869	ENSMUSG00000060548	Tnfrsf19	AL023044|AW123854|TAJ|TAJ-ALPHA|TRADE|Troy	tumor necrosis factor receptor superfamily, member 19	protein-coding
3481	chr17	45803554	45807397	+	0	NA	Intergenic	CpG	70969	NR_152153	433111	Mm.213441	NR_152153	ENSMUSG00000097727	F630040K05Rik	-	RIKEN cDNA F630040K05 gene	ncRNA
